sample_id,tissue,true_proportion,predicted_proportion,absolute_error
Mixture_667,Adipocytes,0.000000,0.000000,0.000000
Mixture_667,Aorta,0.330551,0.205254,0.125297
Mixture_667,Bladder,0.000000,0.000000,0.000000
Mixture_667,Blood,0.199415,0.154363,0.045052
Mixture_667,Bone,0.000000,0.026764,0.026764
Mixture_667,Cerebellum,0.000000,0.000000,0.000000
Mixture_667,Colon,0.000000,0.051710,0.051710
Mixture_667,Coronary,0.000000,0.000000,0.000000
Mixture_667,Cortex,0.230900,0.134938,0.095962
Mixture_667,Dermal,0.063119,0.036766,0.026353
Mixture_667,Epidermal,0.000000,0.034536,0.034536
Mixture_667,Gastric,0.176015,0.063397,0.112618
Mixture_667,Heart,0.000000,0.074249,0.074249
Mixture_667,Kidney,0.000000,0.000000,0.000000
Mixture_667,Liver,0.000000,0.035947,0.035947
Mixture_667,Lung,0.000000,0.064899,0.064899
Mixture_667,Neuron,0.000000,0.039264,0.039264
Mixture_667,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_667,Pancreas,0.000000,0.033596,0.033596
Mixture_667,Prostate,0.000000,0.044316,0.044316
Mixture_667,Skeletal,0.000000,0.000000,0.000000
Mixture_667,Small,0.000000,0.000000,0.000000
Mixture_668,Adipocytes,0.000000,0.000000,0.000000
Mixture_668,Aorta,0.000000,0.027156,0.027156
Mixture_668,Bladder,0.145807,0.000000,0.145807
Mixture_668,Blood,0.000000,0.000000,0.000000
Mixture_668,Bone,0.000000,0.000000,0.000000
Mixture_668,Cerebellum,0.000000,0.000000,0.000000
Mixture_668,Colon,0.391339,0.483524,0.092185
Mixture_668,Coronary,0.000000,0.000000,0.000000
Mixture_668,Cortex,0.000000,0.039086,0.039086
Mixture_668,Dermal,0.000000,0.000000,0.000000
Mixture_668,Epidermal,0.000000,0.000000,0.000000
Mixture_668,Gastric,0.000000,0.031347,0.031347
Mixture_668,Heart,0.000000,0.000000,0.000000
Mixture_668,Kidney,0.181874,0.117573,0.064301
Mixture_668,Liver,0.000000,0.118326,0.118326
Mixture_668,Lung,0.280981,0.182988,0.097992
Mixture_668,Neuron,0.000000,0.000000,0.000000
Mixture_668,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_668,Pancreas,0.000000,0.000000,0.000000
Mixture_668,Prostate,0.000000,0.000000,0.000000
Mixture_668,Skeletal,0.000000,0.000000,0.000000
Mixture_668,Small,0.000000,0.000000,0.000000
Mixture_669,Adipocytes,0.142514,0.058391,0.084124
Mixture_669,Aorta,0.000000,0.000000,0.000000
Mixture_669,Bladder,0.000000,0.000000,0.000000
Mixture_669,Blood,0.000000,0.000000,0.000000
Mixture_669,Bone,0.000000,0.042533,0.042533
Mixture_669,Cerebellum,0.000000,0.000000,0.000000
Mixture_669,Colon,0.000000,0.033384,0.033384
Mixture_669,Coronary,0.000000,0.000000,0.000000
Mixture_669,Cortex,0.000000,0.031142,0.031142
Mixture_669,Dermal,0.303257,0.214315,0.088942
Mixture_669,Epidermal,0.000000,0.025059,0.025059
Mixture_669,Gastric,0.000000,0.000000,0.000000
Mixture_669,Heart,0.000000,0.000000,0.000000
Mixture_669,Kidney,0.378733,0.339958,0.038776
Mixture_669,Liver,0.175496,0.167082,0.008413
Mixture_669,Lung,0.000000,0.057679,0.057679
Mixture_669,Neuron,0.000000,0.000000,0.000000
Mixture_669,Oligodendrocytes,0.000000,0.030458,0.030458
Mixture_669,Pancreas,0.000000,0.000000,0.000000
Mixture_669,Prostate,0.000000,0.000000,0.000000
Mixture_669,Skeletal,0.000000,0.000000,0.000000
Mixture_669,Small,0.000000,0.000000,0.000000
Mixture_67,Adipocytes,0.000000,0.000000,0.000000
Mixture_67,Aorta,0.000000,0.000000,0.000000
Mixture_67,Bladder,0.000000,0.000000,0.000000
Mixture_67,Blood,0.000000,0.038890,0.038890
Mixture_67,Bone,0.000000,0.033759,0.033759
Mixture_67,Cerebellum,0.410506,0.222462,0.188045
Mixture_67,Colon,0.000000,0.000000,0.000000
Mixture_67,Coronary,0.290312,0.246994,0.043318
Mixture_67,Cortex,0.000000,0.087453,0.087453
Mixture_67,Dermal,0.000000,0.000000,0.000000
Mixture_67,Epidermal,0.000000,0.000000,0.000000
Mixture_67,Gastric,0.000000,0.000000,0.000000
Mixture_67,Heart,0.000000,0.066630,0.066630
Mixture_67,Kidney,0.000000,0.000000,0.000000
Mixture_67,Liver,0.000000,0.000000,0.000000
Mixture_67,Lung,0.000000,0.000000,0.000000
Mixture_67,Neuron,0.099825,0.095860,0.003965
Mixture_67,Oligodendrocytes,0.199356,0.157937,0.041420
Mixture_67,Pancreas,0.000000,0.000000,0.000000
Mixture_67,Prostate,0.000000,0.050016,0.050016
Mixture_67,Skeletal,0.000000,0.000000,0.000000
Mixture_67,Small,0.000000,0.000000,0.000000
Mixture_670,Adipocytes,0.089360,0.071387,0.017973
Mixture_670,Aorta,0.000000,0.000000,0.000000
Mixture_670,Bladder,0.000000,0.000000,0.000000
Mixture_670,Blood,0.000000,0.023032,0.023032
Mixture_670,Bone,0.000000,0.031746,0.031746
Mixture_670,Cerebellum,0.000000,0.000000,0.000000
Mixture_670,Colon,0.000000,0.034547,0.034547
Mixture_670,Coronary,0.000000,0.000000,0.000000
Mixture_670,Cortex,0.000000,0.000000,0.000000
Mixture_670,Dermal,0.216580,0.149874,0.066707
Mixture_670,Epidermal,0.201766,0.143578,0.058189
Mixture_670,Gastric,0.000000,0.000000,0.000000
Mixture_670,Heart,0.000000,0.030107,0.030107
Mixture_670,Kidney,0.294011,0.298342,0.004330
Mixture_670,Liver,0.000000,0.027739,0.027739
Mixture_670,Lung,0.000000,0.048055,0.048055
Mixture_670,Neuron,0.000000,0.000000,0.000000
Mixture_670,Oligodendrocytes,0.000000,0.026303,0.026303
Mixture_670,Pancreas,0.000000,0.000000,0.000000
Mixture_670,Prostate,0.000000,0.025646,0.025646
Mixture_670,Skeletal,0.198282,0.089646,0.108636
Mixture_670,Small,0.000000,0.000000,0.000000
Mixture_671,Adipocytes,0.000000,0.000000,0.000000
Mixture_671,Aorta,0.000000,0.000000,0.000000
Mixture_671,Bladder,0.000000,0.028139,0.028139
Mixture_671,Blood,0.000000,0.000000,0.000000
Mixture_671,Bone,0.000000,0.055320,0.055320
Mixture_671,Cerebellum,0.000000,0.000000,0.000000
Mixture_671,Colon,0.000000,0.000000,0.000000
Mixture_671,Coronary,0.000000,0.041321,0.041321
Mixture_671,Cortex,0.000000,0.048805,0.048805
Mixture_671,Dermal,0.629829,0.500018,0.129811
Mixture_671,Epidermal,0.000000,0.000000,0.000000
Mixture_671,Gastric,0.000000,0.000000,0.000000
Mixture_671,Heart,0.234386,0.191286,0.043100
Mixture_671,Kidney,0.000000,0.000000,0.000000
Mixture_671,Liver,0.000000,0.000000,0.000000
Mixture_671,Lung,0.000000,0.046028,0.046028
Mixture_671,Neuron,0.135785,0.089083,0.046703
Mixture_671,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_671,Pancreas,0.000000,0.000000,0.000000
Mixture_671,Prostate,0.000000,0.000000,0.000000
Mixture_671,Skeletal,0.000000,0.000000,0.000000
Mixture_671,Small,0.000000,0.000000,0.000000
Mixture_672,Adipocytes,0.000000,0.000000,0.000000
Mixture_672,Aorta,0.233072,0.119014,0.114059
Mixture_672,Bladder,0.315606,0.135073,0.180533
Mixture_672,Blood,0.000000,0.042297,0.042297
Mixture_672,Bone,0.000000,0.026355,0.026355
Mixture_672,Cerebellum,0.032928,0.029857,0.003070
Mixture_672,Colon,0.000000,0.000000,0.000000
Mixture_672,Coronary,0.193573,0.099150,0.094423
Mixture_672,Cortex,0.000000,0.000000,0.000000
Mixture_672,Dermal,0.000000,0.000000,0.000000
Mixture_672,Epidermal,0.000000,0.029410,0.029410
Mixture_672,Gastric,0.000000,0.033931,0.033931
Mixture_672,Heart,0.000000,0.056674,0.056674
Mixture_672,Kidney,0.000000,0.037915,0.037915
Mixture_672,Liver,0.224821,0.231942,0.007121
Mixture_672,Lung,0.000000,0.048648,0.048648
Mixture_672,Neuron,0.000000,0.000000,0.000000
Mixture_672,Oligodendrocytes,0.000000,0.025306,0.025306
Mixture_672,Pancreas,0.000000,0.027032,0.027032
Mixture_672,Prostate,0.000000,0.028007,0.028007
Mixture_672,Skeletal,0.000000,0.000000,0.000000
Mixture_672,Small,0.000000,0.029387,0.029387
Mixture_673,Adipocytes,0.096016,0.054919,0.041097
Mixture_673,Aorta,0.000000,0.000000,0.000000
Mixture_673,Bladder,0.000000,0.000000,0.000000
Mixture_673,Blood,0.000000,0.028468,0.028468
Mixture_673,Bone,0.302261,0.247348,0.054914
Mixture_673,Cerebellum,0.000000,0.000000,0.000000
Mixture_673,Colon,0.000000,0.043837,0.043837
Mixture_673,Coronary,0.000000,0.000000,0.000000
Mixture_673,Cortex,0.000000,0.000000,0.000000
Mixture_673,Dermal,0.000000,0.030097,0.030097
Mixture_673,Epidermal,0.000000,0.000000,0.000000
Mixture_673,Gastric,0.000000,0.000000,0.000000
Mixture_673,Heart,0.000000,0.027401,0.027401
Mixture_673,Kidney,0.282781,0.254356,0.028425
Mixture_673,Liver,0.139155,0.109841,0.029314
Mixture_673,Lung,0.000000,0.042028,0.042028
Mixture_673,Neuron,0.000000,0.031893,0.031893
Mixture_673,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_673,Pancreas,0.000000,0.042734,0.042734
Mixture_673,Prostate,0.000000,0.039584,0.039584
Mixture_673,Skeletal,0.179787,0.047496,0.132291
Mixture_673,Small,0.000000,0.000000,0.000000
Mixture_674,Adipocytes,0.337200,0.204728,0.132472
Mixture_674,Aorta,0.000000,0.000000,0.000000
Mixture_674,Bladder,0.415177,0.232280,0.182897
Mixture_674,Blood,0.000000,0.000000,0.000000
Mixture_674,Bone,0.084538,0.030451,0.054087
Mixture_674,Cerebellum,0.000000,0.000000,0.000000
Mixture_674,Colon,0.163086,0.188070,0.024984
Mixture_674,Coronary,0.000000,0.000000,0.000000
Mixture_674,Cortex,0.000000,0.025281,0.025281
Mixture_674,Dermal,0.000000,0.000000,0.000000
Mixture_674,Epidermal,0.000000,0.029891,0.029891
Mixture_674,Gastric,0.000000,0.026483,0.026483
Mixture_674,Heart,0.000000,0.035918,0.035918
Mixture_674,Kidney,0.000000,0.000000,0.000000
Mixture_674,Liver,0.000000,0.054423,0.054423
Mixture_674,Lung,0.000000,0.045309,0.045309
Mixture_674,Neuron,0.000000,0.000000,0.000000
Mixture_674,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_674,Pancreas,0.000000,0.030604,0.030604
Mixture_674,Prostate,0.000000,0.043053,0.043053
Mixture_674,Skeletal,0.000000,0.026700,0.026700
Mixture_674,Small,0.000000,0.026808,0.026808
Mixture_675,Adipocytes,0.307436,0.110925,0.196511
Mixture_675,Aorta,0.000000,0.000000,0.000000
Mixture_675,Bladder,0.000000,0.030338,0.030338
Mixture_675,Blood,0.000000,0.000000,0.000000
Mixture_675,Bone,0.000000,0.038503,0.038503
Mixture_675,Cerebellum,0.259097,0.053002,0.206095
Mixture_675,Colon,0.000000,0.048521,0.048521
Mixture_675,Coronary,0.000000,0.038173,0.038173
Mixture_675,Cortex,0.000000,0.029542,0.029542
Mixture_675,Dermal,0.000000,0.000000,0.000000
Mixture_675,Epidermal,0.000000,0.038912,0.038912
Mixture_675,Gastric,0.000000,0.000000,0.000000
Mixture_675,Heart,0.433468,0.447559,0.014091
Mixture_675,Kidney,0.000000,0.000000,0.000000
Mixture_675,Liver,0.000000,0.023380,0.023380
Mixture_675,Lung,0.000000,0.041257,0.041257
Mixture_675,Neuron,0.000000,0.000000,0.000000
Mixture_675,Oligodendrocytes,0.000000,0.037841,0.037841
Mixture_675,Pancreas,0.000000,0.000000,0.000000
Mixture_675,Prostate,0.000000,0.062047,0.062047
Mixture_675,Skeletal,0.000000,0.000000,0.000000
Mixture_675,Small,0.000000,0.000000,0.000000
Mixture_676,Adipocytes,0.000000,0.000000,0.000000
Mixture_676,Aorta,0.206181,0.121528,0.084653
Mixture_676,Bladder,0.000000,0.000000,0.000000
Mixture_676,Blood,0.000000,0.051630,0.051630
Mixture_676,Bone,0.000000,0.038344,0.038344
Mixture_676,Cerebellum,0.149856,0.028181,0.121675
Mixture_676,Colon,0.000000,0.058793,0.058793
Mixture_676,Coronary,0.264274,0.157572,0.106702
Mixture_676,Cortex,0.000000,0.032282,0.032282
Mixture_676,Dermal,0.000000,0.000000,0.000000
Mixture_676,Epidermal,0.000000,0.000000,0.000000
Mixture_676,Gastric,0.000000,0.023641,0.023641
Mixture_676,Heart,0.000000,0.052380,0.052380
Mixture_676,Kidney,0.000000,0.000000,0.000000
Mixture_676,Liver,0.242904,0.118001,0.124904
Mixture_676,Lung,0.136785,0.234184,0.097399
Mixture_676,Neuron,0.000000,0.042787,0.042787
Mixture_676,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_676,Pancreas,0.000000,0.000000,0.000000
Mixture_676,Prostate,0.000000,0.040676,0.040676
Mixture_676,Skeletal,0.000000,0.000000,0.000000
Mixture_676,Small,0.000000,0.000000,0.000000
Mixture_677,Adipocytes,0.000000,0.040551,0.040551
Mixture_677,Aorta,0.000000,0.000000,0.000000
Mixture_677,Bladder,0.000000,0.000000,0.000000
Mixture_677,Blood,0.000000,0.039560,0.039560
Mixture_677,Bone,0.000000,0.044312,0.044312
Mixture_677,Cerebellum,0.619247,0.400654,0.218592
Mixture_677,Colon,0.000000,0.000000,0.000000
Mixture_677,Coronary,0.000000,0.026489,0.026489
Mixture_677,Cortex,0.000000,0.121418,0.121418
Mixture_677,Dermal,0.000000,0.030099,0.030099
Mixture_677,Epidermal,0.000000,0.000000,0.000000
Mixture_677,Gastric,0.000000,0.033667,0.033667
Mixture_677,Heart,0.000000,0.037192,0.037192
Mixture_677,Kidney,0.219829,0.075783,0.144046
Mixture_677,Liver,0.000000,0.000000,0.000000
Mixture_677,Lung,0.000000,0.036104,0.036104
Mixture_677,Neuron,0.000000,0.046769,0.046769
Mixture_677,Oligodendrocytes,0.000000,0.034337,0.034337
Mixture_677,Pancreas,0.160924,0.033066,0.127859
Mixture_677,Prostate,0.000000,0.000000,0.000000
Mixture_677,Skeletal,0.000000,0.000000,0.000000
Mixture_677,Small,0.000000,0.000000,0.000000
Mixture_678,Adipocytes,0.036186,0.042959,0.006773
Mixture_678,Aorta,0.255243,0.148371,0.106872
Mixture_678,Bladder,0.000000,0.000000,0.000000
Mixture_678,Blood,0.000000,0.000000,0.000000
Mixture_678,Bone,0.000000,0.033837,0.033837
Mixture_678,Cerebellum,0.000000,0.000000,0.000000
Mixture_678,Colon,0.000000,0.025629,0.025629
Mixture_678,Coronary,0.000000,0.000000,0.000000
Mixture_678,Cortex,0.000000,0.000000,0.000000
Mixture_678,Dermal,0.000000,0.000000,0.000000
Mixture_678,Epidermal,0.000000,0.000000,0.000000
Mixture_678,Gastric,0.000000,0.029803,0.029803
Mixture_678,Heart,0.000000,0.028243,0.028243
Mixture_678,Kidney,0.000000,0.042722,0.042722
Mixture_678,Liver,0.000000,0.034652,0.034652
Mixture_678,Lung,0.000000,0.026375,0.026375
Mixture_678,Neuron,0.000000,0.000000,0.000000
Mixture_678,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_678,Pancreas,0.000000,0.000000,0.000000
Mixture_678,Prostate,0.000000,0.000000,0.000000
Mixture_678,Skeletal,0.708571,0.587410,0.121161
Mixture_678,Small,0.000000,0.000000,0.000000
Mixture_679,Adipocytes,0.000000,0.032497,0.032497
Mixture_679,Aorta,0.000000,0.000000,0.000000
Mixture_679,Bladder,0.166480,0.067301,0.099179
Mixture_679,Blood,0.000000,0.000000,0.000000
Mixture_679,Bone,0.000000,0.036380,0.036380
Mixture_679,Cerebellum,0.000000,0.000000,0.000000
Mixture_679,Colon,0.000000,0.042696,0.042696
Mixture_679,Coronary,0.000000,0.000000,0.000000
Mixture_679,Cortex,0.000000,0.000000,0.000000
Mixture_679,Dermal,0.135853,0.068221,0.067631
Mixture_679,Epidermal,0.000000,0.000000,0.000000
Mixture_679,Gastric,0.000000,0.035746,0.035746
Mixture_679,Heart,0.000000,0.026013,0.026013
Mixture_679,Kidney,0.000000,0.000000,0.000000
Mixture_679,Liver,0.000000,0.000000,0.000000
Mixture_679,Lung,0.000000,0.047846,0.047846
Mixture_679,Neuron,0.000000,0.000000,0.000000
Mixture_679,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_679,Pancreas,0.000000,0.000000,0.000000
Mixture_679,Prostate,0.196259,0.160935,0.035324
Mixture_679,Skeletal,0.000000,0.039676,0.039676
Mixture_679,Small,0.501408,0.442687,0.058721
Mixture_68,Adipocytes,0.000000,0.000000,0.000000
Mixture_68,Aorta,0.131797,0.023777,0.108020
Mixture_68,Bladder,0.000000,0.000000,0.000000
Mixture_68,Blood,0.000000,0.000000,0.000000
Mixture_68,Bone,0.000000,0.037826,0.037826
Mixture_68,Cerebellum,0.000000,0.000000,0.000000
Mixture_68,Colon,0.000000,0.029863,0.029863
Mixture_68,Coronary,0.000000,0.000000,0.000000
Mixture_68,Cortex,0.000000,0.042682,0.042682
Mixture_68,Dermal,0.000000,0.000000,0.000000
Mixture_68,Epidermal,0.000000,0.042654,0.042654
Mixture_68,Gastric,0.359355,0.299078,0.060277
Mixture_68,Heart,0.000000,0.047984,0.047984
Mixture_68,Kidney,0.000000,0.000000,0.000000
Mixture_68,Liver,0.000000,0.047563,0.047563
Mixture_68,Lung,0.000000,0.024934,0.024934
Mixture_68,Neuron,0.000000,0.000000,0.000000
Mixture_68,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_68,Pancreas,0.000000,0.000000,0.000000
Mixture_68,Prostate,0.508848,0.403640,0.105208
Mixture_68,Skeletal,0.000000,0.000000,0.000000
Mixture_68,Small,0.000000,0.000000,0.000000
Mixture_680,Adipocytes,0.000000,0.037781,0.037781
Mixture_680,Aorta,0.000000,0.000000,0.000000
Mixture_680,Bladder,0.000000,0.022095,0.022095
Mixture_680,Blood,0.000000,0.000000,0.000000
Mixture_680,Bone,0.000000,0.027288,0.027288
Mixture_680,Cerebellum,0.183062,0.037080,0.145982
Mixture_680,Colon,0.000000,0.028093,0.028093
Mixture_680,Coronary,0.000000,0.000000,0.000000
Mixture_680,Cortex,0.000000,0.049029,0.049029
Mixture_680,Dermal,0.000000,0.029272,0.029272
Mixture_680,Epidermal,0.000000,0.033709,0.033709
Mixture_680,Gastric,0.000000,0.040137,0.040137
Mixture_680,Heart,0.000000,0.000000,0.000000
Mixture_680,Kidney,0.228767,0.102861,0.125905
Mixture_680,Liver,0.000000,0.032982,0.032982
Mixture_680,Lung,0.000000,0.038455,0.038455
Mixture_680,Neuron,0.355678,0.371133,0.015455
Mixture_680,Oligodendrocytes,0.000000,0.021615,0.021615
Mixture_680,Pancreas,0.000000,0.021747,0.021747
Mixture_680,Prostate,0.000000,0.032641,0.032641
Mixture_680,Skeletal,0.000000,0.023303,0.023303
Mixture_680,Small,0.232494,0.050780,0.181714
Mixture_681,Adipocytes,0.000000,0.031409,0.031409
Mixture_681,Aorta,0.000000,0.000000,0.000000
Mixture_681,Bladder,0.000000,0.024944,0.024944
Mixture_681,Blood,0.000000,0.047471,0.047471
Mixture_681,Bone,0.393944,0.427303,0.033359
Mixture_681,Cerebellum,0.212706,0.041202,0.171504
Mixture_681,Colon,0.000000,0.000000,0.000000
Mixture_681,Coronary,0.135287,0.000000,0.135287
Mixture_681,Cortex,0.000000,0.000000,0.000000
Mixture_681,Dermal,0.000000,0.048144,0.048144
Mixture_681,Epidermal,0.000000,0.028229,0.028229
Mixture_681,Gastric,0.000000,0.000000,0.000000
Mixture_681,Heart,0.258063,0.194484,0.063579
Mixture_681,Kidney,0.000000,0.000000,0.000000
Mixture_681,Liver,0.000000,0.000000,0.000000
Mixture_681,Lung,0.000000,0.028234,0.028234
Mixture_681,Neuron,0.000000,0.030351,0.030351
Mixture_681,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_681,Pancreas,0.000000,0.000000,0.000000
Mixture_681,Prostate,0.000000,0.041190,0.041190
Mixture_681,Skeletal,0.000000,0.057038,0.057038
Mixture_681,Small,0.000000,0.000000,0.000000
Mixture_682,Adipocytes,0.000000,0.030036,0.030036
Mixture_682,Aorta,0.000000,0.000000,0.000000
Mixture_682,Bladder,0.000000,0.027473,0.027473
Mixture_682,Blood,0.226490,0.191710,0.034780
Mixture_682,Bone,0.000000,0.045523,0.045523
Mixture_682,Cerebellum,0.442273,0.122564,0.319709
Mixture_682,Colon,0.000000,0.071006,0.071006
Mixture_682,Coronary,0.000000,0.023232,0.023232
Mixture_682,Cortex,0.000000,0.086642,0.086642
Mixture_682,Dermal,0.000000,0.000000,0.000000
Mixture_682,Epidermal,0.000000,0.024678,0.024678
Mixture_682,Gastric,0.000000,0.041709,0.041709
Mixture_682,Heart,0.000000,0.037552,0.037552
Mixture_682,Kidney,0.000000,0.000000,0.000000
Mixture_682,Liver,0.000000,0.048566,0.048566
Mixture_682,Lung,0.000000,0.031884,0.031884
Mixture_682,Neuron,0.000000,0.000000,0.000000
Mixture_682,Oligodendrocytes,0.000000,0.047532,0.047532
Mixture_682,Pancreas,0.000000,0.000000,0.000000
Mixture_682,Prostate,0.000000,0.000000,0.000000
Mixture_682,Skeletal,0.331237,0.169893,0.161344
Mixture_682,Small,0.000000,0.000000,0.000000
Mixture_683,Adipocytes,0.000000,0.000000,0.000000
Mixture_683,Aorta,0.000000,0.000000,0.000000
Mixture_683,Bladder,0.000000,0.000000,0.000000
Mixture_683,Blood,0.000000,0.000000,0.000000
Mixture_683,Bone,0.378408,0.436482,0.058074
Mixture_683,Cerebellum,0.000000,0.000000,0.000000
Mixture_683,Colon,0.000000,0.041263,0.041263
Mixture_683,Coronary,0.359248,0.325281,0.033967
Mixture_683,Cortex,0.000000,0.000000,0.000000
Mixture_683,Dermal,0.000000,0.000000,0.000000
Mixture_683,Epidermal,0.000000,0.000000,0.000000
Mixture_683,Gastric,0.000000,0.000000,0.000000
Mixture_683,Heart,0.000000,0.000000,0.000000
Mixture_683,Kidney,0.000000,0.026530,0.026530
Mixture_683,Liver,0.000000,0.000000,0.000000
Mixture_683,Lung,0.262344,0.170444,0.091900
Mixture_683,Neuron,0.000000,0.000000,0.000000
Mixture_683,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_683,Pancreas,0.000000,0.000000,0.000000
Mixture_683,Prostate,0.000000,0.000000,0.000000
Mixture_683,Skeletal,0.000000,0.000000,0.000000
Mixture_683,Small,0.000000,0.000000,0.000000
Mixture_684,Adipocytes,0.000000,0.000000,0.000000
Mixture_684,Aorta,0.301535,0.120868,0.180668
Mixture_684,Bladder,0.000000,0.000000,0.000000
Mixture_684,Blood,0.000000,0.031671,0.031671
Mixture_684,Bone,0.000000,0.000000,0.000000
Mixture_684,Cerebellum,0.000000,0.000000,0.000000
Mixture_684,Colon,0.000000,0.059869,0.059869
Mixture_684,Coronary,0.000000,0.000000,0.000000
Mixture_684,Cortex,0.000000,0.000000,0.000000
Mixture_684,Dermal,0.000000,0.032090,0.032090
Mixture_684,Epidermal,0.000000,0.026530,0.026530
Mixture_684,Gastric,0.000000,0.036793,0.036793
Mixture_684,Heart,0.000000,0.036913,0.036913
Mixture_684,Kidney,0.090983,0.036357,0.054626
Mixture_684,Liver,0.000000,0.044350,0.044350
Mixture_684,Lung,0.000000,0.068452,0.068452
Mixture_684,Neuron,0.000000,0.000000,0.000000
Mixture_684,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_684,Pancreas,0.000000,0.000000,0.000000
Mixture_684,Prostate,0.183379,0.171233,0.012146
Mixture_684,Skeletal,0.000000,0.000000,0.000000
Mixture_684,Small,0.424103,0.334875,0.089227
Mixture_685,Adipocytes,0.000000,0.027123,0.027123
Mixture_685,Aorta,0.000000,0.000000,0.000000
Mixture_685,Bladder,0.000000,0.000000,0.000000
Mixture_685,Blood,0.000000,0.000000,0.000000
Mixture_685,Bone,0.000000,0.000000,0.000000
Mixture_685,Cerebellum,0.096282,0.000000,0.096282
Mixture_685,Colon,0.000000,0.000000,0.000000
Mixture_685,Coronary,0.000000,0.000000,0.000000
Mixture_685,Cortex,0.449606,0.416919,0.032687
Mixture_685,Dermal,0.000000,0.000000,0.000000
Mixture_685,Epidermal,0.000000,0.000000,0.000000
Mixture_685,Gastric,0.000000,0.028102,0.028102
Mixture_685,Heart,0.000000,0.000000,0.000000
Mixture_685,Kidney,0.000000,0.000000,0.000000
Mixture_685,Liver,0.454112,0.440569,0.013543
Mixture_685,Lung,0.000000,0.043082,0.043082
Mixture_685,Neuron,0.000000,0.044204,0.044204
Mixture_685,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_685,Pancreas,0.000000,0.000000,0.000000
Mixture_685,Prostate,0.000000,0.000000,0.000000
Mixture_685,Skeletal,0.000000,0.000000,0.000000
Mixture_685,Small,0.000000,0.000000,0.000000
Mixture_686,Adipocytes,0.000000,0.000000,0.000000
Mixture_686,Aorta,0.000000,0.000000,0.000000
Mixture_686,Bladder,0.000000,0.030553,0.030553
Mixture_686,Blood,0.000000,0.025454,0.025454
Mixture_686,Bone,0.000000,0.023091,0.023091
Mixture_686,Cerebellum,0.000000,0.000000,0.000000
Mixture_686,Colon,0.000000,0.022725,0.022725
Mixture_686,Coronary,0.000000,0.031255,0.031255
Mixture_686,Cortex,0.000000,0.040127,0.040127
Mixture_686,Dermal,0.226776,0.097533,0.129244
Mixture_686,Epidermal,0.000000,0.000000,0.000000
Mixture_686,Gastric,0.208101,0.141639,0.066462
Mixture_686,Heart,0.000000,0.023323,0.023323
Mixture_686,Kidney,0.000000,0.040114,0.040114
Mixture_686,Liver,0.000000,0.043136,0.043136
Mixture_686,Lung,0.000000,0.000000,0.000000
Mixture_686,Neuron,0.140219,0.055638,0.084581
Mixture_686,Oligodendrocytes,0.000000,0.037571,0.037571
Mixture_686,Pancreas,0.424904,0.339071,0.085833
Mixture_686,Prostate,0.000000,0.024874,0.024874
Mixture_686,Skeletal,0.000000,0.023897,0.023897
Mixture_686,Small,0.000000,0.000000,0.000000
Mixture_687,Adipocytes,0.000000,0.000000,0.000000
Mixture_687,Aorta,0.000000,0.000000,0.000000
Mixture_687,Bladder,0.000000,0.000000,0.000000
Mixture_687,Blood,0.000000,0.026972,0.026972
Mixture_687,Bone,0.449881,0.488136,0.038255
Mixture_687,Cerebellum,0.000000,0.000000,0.000000
Mixture_687,Colon,0.000000,0.000000,0.000000
Mixture_687,Coronary,0.000000,0.000000,0.000000
Mixture_687,Cortex,0.000000,0.000000,0.000000
Mixture_687,Dermal,0.325561,0.337232,0.011671
Mixture_687,Epidermal,0.000000,0.026021,0.026021
Mixture_687,Gastric,0.000000,0.000000,0.000000
Mixture_687,Heart,0.000000,0.000000,0.000000
Mixture_687,Kidney,0.000000,0.000000,0.000000
Mixture_687,Liver,0.000000,0.026762,0.026762
Mixture_687,Lung,0.000000,0.000000,0.000000
Mixture_687,Neuron,0.000000,0.032338,0.032338
Mixture_687,Oligodendrocytes,0.224558,0.062540,0.162018
Mixture_687,Pancreas,0.000000,0.000000,0.000000
Mixture_687,Prostate,0.000000,0.000000,0.000000
Mixture_687,Skeletal,0.000000,0.000000,0.000000
Mixture_687,Small,0.000000,0.000000,0.000000
Mixture_688,Adipocytes,0.000000,0.000000,0.000000
Mixture_688,Aorta,0.000000,0.000000,0.000000
Mixture_688,Bladder,0.000000,0.000000,0.000000
Mixture_688,Blood,0.173876,0.151553,0.022323
Mixture_688,Bone,0.000000,0.026158,0.026158
Mixture_688,Cerebellum,0.000000,0.000000,0.000000
Mixture_688,Colon,0.000000,0.031865,0.031865
Mixture_688,Coronary,0.266188,0.080339,0.185849
